citing_oid	citing_date	class	bad_cite	good_cite	pdf_verdict	context
16783	2016-08-31	NW_DIGIT_FLIP	799 N.W.2d 897	799 N.W.2d 397	VERIFIED	ND 179, ¶ 14, 865 N.W.2d 825 (quoting *Vanlishout v. N.D. Dep’t of Transp.,* 2011 ND 138, ¶ 12, 799 
16798	2016-10-17	NW_DIGIT_FLIP	608 N.W.2d 896	603 N.W.2d 896	VERIFIED	itation must be demonstrated in detail’ before it is imposed.” *Hendrickson,* 2000 ND 1, ¶ 21, 608 N
16828	2016-12-30	NW_DIGIT_FLIP	807 N.W.2d 670	807 N.W.2d 570	VERIFIED	eight the evidence was assigned, not the sufficiency of the evidence.” *J.T.N.,*2011 ND 231, ¶ 8, 80
16833	2017-02-16	NW_DIGIT_FLIP	596 N.W.2d 817	596 N.W.2d 317	VERIFIED	guage can be reasonably construed as having at least two alternative meanings. 1999 ND 126, ¶8, 596 
16833	2017-02-16	NW_DIGIT_FLIP	852 N.W.2d 877	852 N.W.2d 377	VERIFIED	iculars[,] and uncertainties in the decree arise from subsequent events.” Rath, 2014 ND 171, ¶ 15, 8
16838	2017-02-16	NW_DIGIT_FLIP	787 N.W.2d 762	787 N.W.2d 752	VERIFIED	d the order is not supported by clear and convincing evidence.” Matter of A.M., 2010 ND 163, ¶ 14, 7
16864	2017-03-07	ND_DIGIT_FLIP	2013 ND 113	2013 ND 115	PDF_HAS_BAD	rison. This Court summarily affirmed the criminal judgment. State v. Hamilton , 2013 ND 113, ¶ 3, 83
16864	2017-03-07	ND_DIGIT_FLIP	2013 ND 113	2013 ND 115	PDF_HAS_BAD	prison. This Court summarily affirmed the criminal judgment. State v. Hamilton, 2013 ND 113, ¶ 3, 83
16867	2017-03-07	NW_DIGIT_FLIP	792 N.W.2d 538	792 N.W.2d 533	VERIFIED	endant was, or was about to be, engaged in unlawful activity. State v. Franzen, 2010 ND 244, ¶ 12, 7
16873	2017-03-13	ND_DIGIT_FLIP	2011 ND 158	2011 ND 153	VERIFIED	“the decision is not contrary to the manifest weight of the evidence.” Gefroh, 2011 ND 158, ¶ 7, 801
16877	2017-03-30	ND_DIGIT_FLIP	2008 ND 102	2003 ND 102	VERIFIED	the voluntary and intelligent character of the guilty plea.’ ” Damron v. State, 2008 ND 102, ¶ 9 , 6
16894	2017-04-06	NW_DIGIT_FLIP	716 N.W.2d 535	713 N.W.2d 535	BOTH	In Pace , Pace requested to contact his attorney before taking a chemical test. 2006 ND 98, ¶ 8, 716
16894	2017-04-06	NW_DIGIT_FLIP	718 N.W.2d 535	713 N.W.2d 535	VERIFIED	h counsel before deciding whether to submit to a chemical test.” State v. Pace, 2006 ND 98, ¶ 6, 718
16894	2017-04-06	NW_DIGIT_FLIP	713 N.W.2d 635	713 N.W.2d 535	VERIFIED	iew of the totality of the circumstances.” Lies, at ¶ 10 (citing State v. Pace, 2006 ND 98, ¶¶ 6-7, 
16904	2017-04-25	ND_DIGIT_FLIP	2016 ND 223	2016 ND 233	PDF_HAS_BAD	d his application. Gonzalez appealed; this Court affirmed in Gonzalez v. State, 2016 ND 223, 888 N.W
16908	2017-04-25	NW_DIGIT_FLIP	692 N.W.2d 541	592 N.W.2d 541	VERIFIED	837 N.W.2d 894; Brown v. Brown, 1999 ND 199, ¶ 28, 600 N.W.2d 869; Fox v. Fox, 1999 ND 68, ¶ 17, 692
16914	2017-04-25	NW_DIGIT_FLIP	758 N.W.2d 872	753 N.W.2d 872	VERIFIED	aim is frivolous, the court must award attorney fees. See Strand v. Cass Cnty., 2008 ND 149, ¶¶ 12-1
16983	2017-07-12	NW_DIGIT_FLIP	851 N.W.2d 158	851 N.W.2d 153	VERIFIED	r to seize evidence without a warrant. [¶ 28] Relying on *State v. Stewart,* 2014 ND 165, ¶ 18, 851 
16986	2017-07-17	ND_DIGIT_FLIP	2017 ND 46	2017 ND 45	VERIFIED	lopment in the state. *See, e.g., Envtl. Driven Solutions, LLC v. Dunn Cty.,* 2017 ND 46, ¶ 9, 890 N
16986	2017-07-17	NW_DIGIT_FLIP	812 N.W.2d 406	812 N.W.2d 405	VERIFIED	ablish .spacing units for a pool.” N.D.C.C. § 38-08-07(1); *see also Gadeco,* 2012 ND 33, ¶ 4, 812 N
17006	2017-07-31	NW_DIGIT_FLIP	671 N.W.2d 351	571 N.W.2d 351	VERIFIED	in a court of competent jurisdiction. *Cridland v. ND Workers Comp. Bureau,* 1997 ND 223, ¶ 17, 671 
17011	2017-08-11	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	tatutory interpretation is a question of law. *Mosser v. Denbury Res., Inc.,* 2017 ND 169, ¶ 13, 898
17023	2017-08-29	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	interpretation is a function for this Court. See Mosser v. Denbury Res. Inc., 2017 ND 169, ¶ 12, 898
17024	2017-08-29	ND_DIGIT_FLIP	1999 ND 186	1999 ND 185	VERIFIED	e v.* *361 *Chacano,* 2012 ND 113, ¶ 6, 817 N.W.2d 369; *State v. Freed,* 1999 ND 186, ¶ 13, 599 N.W
17031	2017-09-01	ND_DIGIT_FLIP	2004 ND 138	2004 ND 133	VERIFIED	Fuel Co.,* 2017 ND 49, ¶ 20, 891 N.W.2d 126 (citing *Tibert v. Minto Grain,* 2004 ND 138, ¶ 7, 682 N
17069	2017-11-16	NW_DIGIT_FLIP	666 N.W.2d 12	665 N.W.2d 12	VERIFIED	§ 12.1-32-09.1 because the new law confers a benefit. See Smith v. Baumgartner, 2003 ND 120, ¶ 11, 6
17071	2017-11-16	ND_DIGIT_FLIP	2011 ND 186	2011 ND 185	VERIFIED	t.’ Nelson, at ¶ 5 (quoting Brandvold v. Lewis & Clark Pub. Sch. Dist. No. 161, 2011 ND 186 , ¶6, 80
17093	2017-12-07	ND_DIGIT_FLIP	2001 ND 166	2001 ND 156	VERIFIED	cted attempts to lessen the effect of § 9-08-06. See Warner and Co. v. Solberg, 2001 ND 166, ¶¶ 17-1
17099	2017-12-07	NW_DIGIT_FLIP	841 N.W.3d 687	841 N.W.2d 687	PDF_HAS_BAD	soning. See Myers v. State, 2017 ND 66, ¶ 10, 891 N.W.2d 724; Trosen v. Trosen, 2014 ND 7, ¶ 28, 841
17103	2017-12-07	NW_DIGIT_FLIP	680 N.W.2d 684	680 N.W.2d 634	VERIFIED	of the rights of the owner.” Ritter, Laber and Assocs., Inc. v. Koch Oil, Inc., 2004 ND 117, ¶ 11, 6
19302	2018-02-01	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	statute is to determine the legislature’s intent. Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 13, 8
19323	2018-02-22	ND_DIGIT_FLIP	2016 ND 118	2016 ND 108	PDF_HAS_BAD	s newly discovered evidence. This Court summarily affirmed. See Comes v. State, 2016 ND 118, 881 N.W
17191	2018-06-05	ND_DIGIT_FLIP	2017 ND 159	2017 ND 150	PDF_HAS_BAD	sound policy reasons thoroughly explained by this Court.” O’Hara v. Schneider , 2017 ND 159, ¶ 9, 89
17191	2018-06-05	ND_DIGIT_FLIP	2017 ND 159	2017 ND 150	PDF_HAS_BAD	"und policy reasons thoroughly explained by this Court."" *O'Hara v. Schneider* , 2017 ND 159, ¶ 9, 89"
17269	2018-10-09	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	a matter for the trial court's discretion. *Mosser v. Denbury Res., Inc.* , 2017 ND 169 , ¶ 30, 898 
17311	2018-12-06	ND_DIGIT_FLIP	2017 ND 280	2017 ND 286	PDF_HAS_BAD	guilty of terrorizing and his conviction was affirmed in *State v. Sabot* , 2017 ND 280 , 904 N.W.2d
17383	2019-02-21	ND_DIGIT_FLIP	2018 ND 75	2018 ND 74	PDF_HAS_BAD	tion prohibit unreasonable searches and seizures. *See* *State v. Sauter* , 2018 ND 75 , ¶ 8, 908 N.
17387	2019-02-21	ND_DIGIT_FLIP	2018 ND 109	2018 ND 104	PDF_HAS_BAD	ividuals in their official capacity as defendants. In *Wheeler v. Burgum* , 2018 ND 109 , ¶ 6, 910 N
17457	2019-05-16	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	"d fact and is fully reviewable by this *405 Court."" *Brewer v. State* , 2019 ND 69 , ¶ 5, 924 N.W.2d"
17457	2019-05-16	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	l, the applicant has the burden to establish grounds for relief. *Brewer* , 2019 ND 69 , ¶ 4, 924 N.
17531	2019-07-11	ND_DIGIT_FLIP	2018 ND 253	2018 ND 250	PDF_HAS_BAD	"nity to judge the witnesses' credibility."" *See also* *Tornabeni v. Wold* , 2018 ND 253 , ¶ 16, 920 "
17534	2019-07-11	ND_DIGIT_FLIP	2017 ND 87	2017 ND 89	PDF_HAS_BAD	on judgment to this Court, which we summarily affirmed. *State v. Caster* , 2017 ND 87 , 894 N.W.2d 
19495	2020-06-29	ND_DIGIT_FLIP	2017 ND 159	2017 ND 150	PDF_HAS_BAD	efinite and firm conviction that a mistake has been made. O’Hara v. Schneider, 2017 ND 159, ¶ 7, 897
19504	2020-07-30	NW_DIGIT_FLIP	931 N.W.2d 239	931 N.W.2d 229	PDF_HAS_BAD	derstood by those who drafted and adopted the provision. See Wilkens v. Westby, 2019 ND 186, ¶ 8, 93
19521	2020-10-21	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	Servs., Inc., 2017 ND 202, ¶ 12, 900 N.W.2d 271; Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 13, 89
19522	2020-10-21	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	e fully reviewable on appeal of a post-conviction proceeding.” Brewer v. State, 2019 ND 69, ¶ 4, 924
19524	2020-10-21	ND_DIGIT_FLIP	2012 ND 191	2012 ND 196	PDF_HAS_BAD	15 ND 218, 868 N.W.2d 551; In re Hehn, 2013 ND 191, 838 N.W.2d 469; In re Hehn, 2012 ND 191, 821 N.W
17725	2020-11-19	ND_DIGIT_FLIP	2017 ND 236	2017 ND 235	BOTH	was summarily dismissed. This Court affirmed the dismissal in Wisham v. State, 2017 ND 236 , 903 N.W
19528	2020-11-19	ND_DIGIT_FLIP	2014 ND 99	2014 ND 59	PDF_HAS_BAD	te of Lela Gates. This Court summarily affirmed the conviction. State v. Gates, 2014 ND 99, 859 N.W.
19537	2020-12-17	ND_DIGIT_FLIP	2015 ND 83	2015 ND 86	PDF_HAS_BAD	his probation. State v. Curtiss, 2011 ND 175, 803 N.W.2d 834; Curtiss v. State, 2015 ND 83, 865 N.W.
19629	2021-03-24	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	"."" Morales v. State, 2019 ND 137, ¶ 4, 927 N.W.2d 401 (quoting Brewer v. State, 2019 ND 69, ¶ 5, 924"
17831	2021-06-24	ND_DIGIT_FLIP	2016 ND 118	2016 ND 108	PDF_HAS_BAD	618 N.W.2d 724 ; Comes v. State, 2014 ND 141 , 859 N.W.2d 929 ; Comes v. State, 2016 ND 118 , 881 N.
17848	2021-07-22	ND_DIGIT_FLIP	2020 ND 46	2020 ND 45	PDF_HAS_BAD	now since it concerns a vital constitutional right. See Smithberg v. Jacobson, 2020 ND 46, ¶ 7 , 939
17864	2021-08-19	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	ully reviewable on appeal of a post- conviction proceeding.” Brewer v. State, 2019 ND 69, ¶ 4 , 924 
17877	2021-09-30	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	of a post- conviction proceeding.” Hunter, at ¶ 11 (quoting Brewer v. State, 2019 ND 69, ¶ 4 , 924 N
18029	2022-05-26	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	fully reviewable on appeal of a post- conviction proceeding. Brewer v. State, 2019 ND 69, ¶ 4 , 924 
19658	2022-07-21	ND_DIGIT_FLIP	2021 ND 216	2021 ND 219	PDF_HAS_BAD	not be overturned on appeal absent abuse of that discretion. Swanson v. Larson, 2021 ND 216, ¶ 8, 96
19662	2022-08-04	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	defined or a contrary intention plainly appears.” Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 13, 8
19677	2022-10-27	NW_DIGIT_FLIP	656 N.W.2d 658	656 N.W.2d 656	PDF_HAS_BAD	party to seek reconsideration of a district court’s judgment. Hanson v. Hanson, 2003 ND 20, ¶ 5, 656
18095	2022-11-23	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	recourse in the appellate courts of this State.” Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 9 , 89
19689	2022-12-08	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	er [v. State, 2020 ND 224], at ¶ 11[, 949 N.W.2d 841] (quoting Brewer v. State, 2019 ND 69, ¶ 4, 924
18121	2022-12-22	ND_DIGIT_FLIP	2021 ND 216	2021 ND 219	PDF_HAS_BAD	ined beforehand, and how it would preclude summary judgment. Swanson v. Larson, 2021 ND 216, ¶ 9 , 9
18125	2023-01-05	ND_DIGIT_FLIP	2017 ND 82	2007 ND 82	PDF_HAS_BAD	’s issues. We discussed the importance of these requirements in State v. Noack, 2017 ND 82, ¶¶ 7-8 ,
18127	2023-01-20	NW_DIGIT_FLIP	578 N.W.2d 599	578 N.W.2d 559	PDF_HAS_BAD	d under constitutional standard for harmless error).” City of Mandan v. Baer, 1998 ND 101, ¶¶ 8-12 ,
18165	2023-03-31	ND_DIGIT_FLIP	2022 ND 21	2022 ND 20	PDF_HAS_BAD	irmed Wayne Martinez’s criminal conviction on direct appeal. State v. Martinez, 2022 ND 21 , 969 N.W
19726	2023-07-07	ND_DIGIT_FLIP	2018 ND 78	2018 ND 73	PDF_HAS_BAD	e Fourth Amendment, and must be supported by probable cause.” State v. Terrill, 2018 ND 78, ¶ 7, 908
19733	2023-07-19	ND_DIGIT_FLIP	2009 ND 64	2009 ND 65	PDF_HAS_BAD	N.W.2d 22; Clifford v. Redmann, 2006 ND 93, 719 N.W.2d 384; Clifford v. State, 2009 ND 64, 767 N.W.2
18216	2023-08-02	ND_DIGIT_FLIP	2009 ND 3	2009 ND 6	PDF_HAS_BAD	concurrent with or consecutive to another felony sentence.” State v. Huffling, 2009 ND 3, ¶ 3 , 763 
18222	2023-08-17	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	g. Hunter v. State, 2020 ND 224, ¶ 11, 949 N.W.2d 841 (quoting Brewer v. State, 2019 ND 69, ¶ 4, 924
19740	2023-08-17	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	NO_PDF	.” Morales v. State, 2019 ND 137, ¶ 4, 927 N.W.2d 401 (quoting Brewer v. State, 2019 ND 69, ¶ 5, 924
18238	2023-12-01	ND_DIGIT_FLIP	2023 ND 57	2023 ND 59	PDF_HAS_BAD	the right to self-represent, and the right to a public trial.” State v. Linner, 2023 ND 57, ¶ 6 , 98
19805	2023-12-15	ND_DIGIT_FLIP	2021 ND 126	2021 ND 122	PDF_HAS_BAD	f whether a cross-appeal is filed. Hussiene v. Director, N.D. Dep’t of Transp., 2021 ND 126, ¶ 11, 9
19940	2024-02-08	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	’” Hunter v. State, 2020 ND 224, ¶ 11, 949 N.W.2d 841 (quoting Brewer v. State, 2019 ND 69, ¶ 4, 924
20011	2024-03-07	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	"recourse in the appellate courts of this State."" Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 9, 898"
20015	2024-03-07	ND_DIGIT_FLIP	2022 ND 233	2022 ND 232	PDF_HAS_BAD	ents “from the official editorial board for guidance[.]” Shafer v. Scarborough, 2022 ND 233, ¶ 21, 9
20018	2024-03-18	ND_DIGIT_FLIP	2021 ND 174	2021 ND 175	PDF_HAS_BAD	stconviction claim where an adequate record can be made. See State v. Demerais, 2021 ND 174, ¶ 3, 96
20025	2024-04-04	ND_DIGIT_FLIP	2021 ND 216	2021 ND 219	PDF_HAS_BAD	es not, by itself, provide a basis for a negligence action.” Swanson v. Larson, 2021 ND 216, ¶ 24, 9
20055	2024-05-02	ND_DIGIT_FLIP	2023 ND 57	2023 ND 59	PDF_HAS_BAD	e). We presume the jury followed the judge’s instructions. See State v. Linner, 2023 ND 57, ¶ 19, 98
19860	2024-06-06	ND_DIGIT_FLIP	2023 ND 57	2023 ND 59	PDF_HAS_BAD	han state law is a question of law fully reviewable on appeal. State v. Linner, 2023 ND 57, ¶ 21, 98
19880	2024-07-05	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	c. v. Heitkamp, 489 N.W.2d 869, 872 (N.D. 1992). Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 13, 89
19919	2024-08-28	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	ndant allegedly kissed her on the mouth and touched her butt); Brewer v. State, 2019 ND 69, ¶¶ 2, 13
19954	2024-11-08	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	meanings.” E. Cent. Water Dist., at ¶ 8 (quoting Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 13, 89
19964	2024-11-21	ND_DIGIT_FLIP	2021 ND 174	2021 ND 175	PDF_HAS_BAD	an adequate record can be made. See Glaum, 2024 ND 47, ¶ 17; State v. Demerais, 2021 ND 174, ¶ 3, 96
19971	2024-12-05	ND_DIGIT_FLIP	2018 ND 78	2018 ND 73	PDF_HAS_BAD	protect individuals from unreasonable searches and seizures.” State v. Terrill, 2018 ND 78, ¶ 7, 908
19972	2024-12-05	ND_DIGIT_FLIP	2023 ND 57	2023 ND 59	PDF_HAS_BAD	ness, integrity or public reputation of judicial proceedings.“ State v. Linner, 2023 ND 57, ¶ 16, 98
19977	2024-12-05	ND_DIGIT_FLIP	2021 ND 174	2021 ND 175	PDF_HAS_BAD	conviction proceeding where an adequate record can be made.” State v. Demerais, 2021 ND 174, ¶ 2, 96
20251	2025-02-13	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	rors, the result of the proceeding would have been different.” Brewer v. State, 2019 ND 69, ¶ 5, 924
20273	2025-03-28	ND_DIGIT_FLIP	2021 ND 239	2021 ND 233	PDF_HAS_BAD	a criminal complaint under an abuse of discretion standard. State v. Carrillo, 2021 ND 239, ¶ 13, 96
20293	2025-04-24	ND_DIGIT_FLIP	2021 ND 239	2021 ND 233	PDF_HAS_BAD	r indictment and is therefore appealable under the statute.” State v. Carrillo, 2021 ND 239, ¶ 12, 9
20112	2025-07-17	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	c. v. Fisher, 102 F.4th 918, 923 (8th Cir. 2024); Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 21, 8
20118	2025-07-31	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	mpetent and the probable different result.’” Id. ¶ 13 (quoting Brewer v. State, 2019 ND 69, ¶ 9, 924
20135	2025-09-25	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	rors, the result of the proceeding would have been different.” Brewer v. State, 2019 ND 69, ¶ 5, 924
20172	2025-11-05	ND_DIGIT_FLIP	2023 ND 57	2023 ND 59	PDF_HAS_BAD	her there was a closure implicating the public trial right.” [State v.] Linner, 2023 ND 57, ¶ 7, 988
20175	2025-11-05	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	istrict court relied in large part on this Court’s decision in Brewer v. State, 2019 ND 69, 924 N.W.
20177	2025-11-05	ND_DIGIT_FLIP	2009 ND 3	2009 ND 6	PDF_HAS_BAD	nt with or consecutive to another felony sentence.” (quoting State v. Huffling, 2009 ND 3, ¶ 3, 763 
20178	2025-11-05	ND_DIGIT_FLIP	2009 ND 3	2009 ND 6	PDF_HAS_BAD	and issue consecutive terms of imprisonment for felonies, see State v. Huffing, 2009 ND 3, ¶ 3, 763 
20190	2025-12-04	ND_DIGIT_FLIP	2018 ND 78	2018 ND 73	PDF_HAS_BAD	searches and seizures.” Gothberg, 2024 ND 217, ¶ 11 (quoting State v. Terrill, 2018 ND 78, ¶ 7, 908 
20193	2025-12-04	NW_DIGIT_FLIP	931 N.W.2d 233	931 N.W.2d 223	PDF_HAS_BAD	on the record for this Court to understand its determination. Caster v. State, 2019 ND 187, ¶ 6, 931
20206	2025-12-18	NW_DIGIT_FLIP	891 N.W.2d 753	891 N.W.2d 750	PDF_HAS_BAD	g party commences the time for filing the notice of appeal.” Estate of Vendsel, 2017 ND 71, ¶ 6, 891
20219	2025-12-31	NW_DIGIT_FLIP	972 N.W.2d 419	973 N.W.2d 419	PDF_HAS_BAD	Court believes a mistake has been made. Trenton Indian Housing Auth. v. Poitra, 2022 ND 87, ¶ 6, 972
20315	2026-01-29	ND_DIGIT_FLIP	2018 ND 78	2018 ND 73	PDF_HAS_BAD	State v. Gothberg, 2024 ND 217, ¶ 11, 14 N.W.3d 578 (quoting State v. Terrill, 2018 ND 78, ¶ 7, 908 
20330	2026-02-05	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	must be sought from the language of the statute.” Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 13, 8
20358	2026-02-19	ND_DIGIT_FLIP	2019 ND 5	2019 ND 2	PDF_HAS_BAD	iv.P., is the exclusive means for opening a default judgment. Lunde v. Paulson, 2019 ND 5, ¶ 2, 921 
20403	2026-04-22	ND_DIGIT_FLIP	2022 ND 233	2022 ND 232	PDF_HAS_BAD	rail Energy, LLC, 2024 ND 44, ¶ 9, 4 N.W.3d 203 (quoting Shafer v. Scarborough, 2022 ND 233, ¶ 21, 9
20508	2026-05-22	ND_DIGIT_FLIP	2021 ND 126	2021 ND 122	PDF_HAS_BAD	ating the law to make an investigative stop. Hussiene v. N.D. Dep’t of Transp., 2021 ND 126, ¶ 8, 96
